timestamp,truck_id,trip_id,fuel_level,speed,odometer_km,lat,lon,latency_ms,is_anomaly,anomaly_type
2026-04-04T13:58:57.462575+00:00,11111111-0000-0000-0000-000000000002,6aede27f-c408-4eba-9cd0-214a3c933f38,82.53,0.0,37082.4,14.686695,121.000703,721,False,
2026-04-04T13:58:58.183913+00:00,11111111-0000-0000-0000-000000000004,48c4e905-31bf-49ed-b7e2-179e11adb0b5,81.2,0.0,55695.1,14.532812,121.001112,440,False,
2026-04-04T13:59:03.625178+00:00,11111111-0000-0000-0000-000000000002,6aede27f-c408-4eba-9cd0-214a3c933f38,82.5,73.2,37082.5,14.685748,121.000659,552,False,
2026-04-04T13:59:04.178499+00:00,11111111-0000-0000-0000-000000000004,48c4e905-31bf-49ed-b7e2-179e11adb0b5,81.17,78.7,55695.2,14.532564,121.000719,531,False,
2026-04-04T13:59:09.711039+00:00,11111111-0000-0000-0000-000000000002,6aede27f-c408-4eba-9cd0-214a3c933f38,82.48,55.1,37082.6,14.685107,121.000704,1757,False,
2026-04-04T13:59:11.468769+00:00,11111111-0000-0000-0000-000000000004,48c4e905-31bf-49ed-b7e2-179e11adb0b5,81.16,78.7,55695.2,14.532594,121.000722,407,False,
2026-04-04T13:59:16.876185+00:00,11111111-0000-0000-0000-000000000002,6aede27f-c408-4eba-9cd0-214a3c933f38,82.47,55.1,37082.6,14.685138,121.000665,648,False,
2026-04-04T13:59:17.524914+00:00,11111111-0000-0000-0000-000000000004,48c4e905-31bf-49ed-b7e2-179e11adb0b5,81.14,82.8,55695.4,14.532427,121.000476,458,False,
2026-04-04T13:59:22.983579+00:00,11111111-0000-0000-0000-000000000002,6aede27f-c408-4eba-9cd0-214a3c933f38,82.44,87.7,37082.7,14.684241,121.000647,437,False,
2026-04-04T13:59:23.421686+00:00,11111111-0000-0000-0000-000000000004,48c4e905-31bf-49ed-b7e2-179e11adb0b5,81.11,82.8,55695.4,14.532394,121.000421,475,False,
2026-04-04T13:59:28.898106+00:00,11111111-0000-0000-0000-000000000002,6aede27f-c408-4eba-9cd0-214a3c933f38,82.41,87.7,37082.7,14.684173,121.000635,531,False,
2026-04-04T13:59:29.430902+00:00,11111111-0000-0000-0000-000000000004,48c4e905-31bf-49ed-b7e2-179e11adb0b5,81.1,46.5,55695.4,14.532041,121.000057,551,False,
2026-04-04T13:59:34.984180+00:00,11111111-0000-0000-0000-000000000002,6aede27f-c408-4eba-9cd0-214a3c933f38,82.41,64.9,37082.8,14.683329,121.000627,574,False,
2026-04-04T13:59:35.558935+00:00,11111111-0000-0000-0000-000000000004,48c4e905-31bf-49ed-b7e2-179e11adb0b5,81.09,46.5,55695.4,14.532092,121.000084,626,False,
2026-04-04T13:59:41.186005+00:00,11111111-0000-0000-0000-000000000002,6aede27f-c408-4eba-9cd0-214a3c933f38,82.38,74.2,37082.9,14.683032,121.000601,1717,False,
