timestamp,truck_id,trip_id,fuel_level,speed,odometer_km,lat,lon,latency_ms,is_anomaly,anomaly_type
2026-04-04T08:24:06.748311+00:00,11111111-0000-0000-0000-000000000001,,71.92,0.0,68638.7,14.5995,120.9842,197,False,
2026-04-04T08:24:06.945401+00:00,11111111-0000-0000-0000-000000000002,6faa6991-d1d1-4546-b62e-7320b2e50279,82.12,0.0,26391.6,14.5995,120.9842,832,False,
2026-04-04T08:24:07.777539+00:00,11111111-0000-0000-0000-000000000004,f7e0855d-6179-4373-a3b4-036ca822304c,76.61,0.0,59244.1,14.5995,120.9842,606,False,
2026-04-04T08:24:13.384563+00:00,11111111-0000-0000-0000-000000000001,,71.9,58.4,68638.8,14.600175,120.983965,1337,False,
2026-04-04T08:24:14.721718+00:00,11111111-0000-0000-0000-000000000002,6faa6991-d1d1-4546-b62e-7320b2e50279,82.11,77.2,26391.7,14.598542,120.984544,1263,False,
2026-04-04T08:24:15.984965+00:00,11111111-0000-0000-0000-000000000004,f7e0855d-6179-4373-a3b4-036ca822304c,76.59,85.6,59244.3,14.599166,120.985314,822,False,
2026-04-04T08:24:21.807965+00:00,11111111-0000-0000-0000-000000000001,,71.87,78.6,68638.9,14.601168,120.983746,146,False,
2026-04-04T08:24:21.954321+00:00,11111111-0000-0000-0000-000000000002,6faa6991-d1d1-4546-b62e-7320b2e50279,82.09,55.4,26391.8,14.597884,120.984836,512,False,
2026-04-04T08:24:22.466388+00:00,11111111-0000-0000-0000-000000000004,f7e0855d-6179-4373-a3b4-036ca822304c,76.59,67.9,59244.4,14.598977,120.98607,526,False,
2026-04-04T08:24:27.993751+00:00,11111111-0000-0000-0000-000000000001,,71.86,68.7,68639.0,14.602061,120.983484,331,False,
2026-04-04T08:24:28.325191+00:00,11111111-0000-0000-0000-000000000002,6faa6991-d1d1-4546-b62e-7320b2e50279,82.07,86.8,26391.9,14.596814,120.985257,1772,False,
2026-04-04T08:24:30.098215+00:00,11111111-0000-0000-0000-000000000004,f7e0855d-6179-4373-a3b4-036ca822304c,76.57,60.4,59244.4,14.59881,120.986828,689,False,
2026-04-04T08:24:35.788008+00:00,11111111-0000-0000-0000-000000000001,,71.85,71.4,68639.1,14.603014,120.983273,125,False,
2026-04-04T08:24:35.913951+00:00,11111111-0000-0000-0000-000000000002,6faa6991-d1d1-4546-b62e-7320b2e50279,82.06,76.6,26392.0,14.595931,120.985559,994,False,
2026-04-04T08:24:36.908157+00:00,11111111-0000-0000-0000-000000000004,f7e0855d-6179-4373-a3b4-036ca822304c,76.57,57.8,59244.5,14.598639,120.987522,881,False,
2026-04-04T08:24:42.790207+00:00,11111111-0000-0000-0000-000000000001,,71.82,66.1,68639.2,14.603902,120.98307,138,False,
2026-04-04T08:24:42.928189+00:00,11111111-0000-0000-0000-000000000002,6faa6991-d1d1-4546-b62e-7320b2e50279,82.04,80.4,26392.1,14.59493,120.985825,550,False,
2026-04-04T08:24:43.478656+00:00,11111111-0000-0000-0000-000000000004,f7e0855d-6179-4373-a3b4-036ca822304c,76.55,62.4,59244.6,14.598451,120.988267,465,False,
2026-04-04T08:24:48.944296+00:00,11111111-0000-0000-0000-000000000001,,71.8,65.3,68639.3,14.604685,120.982878,1121,False,
2026-04-04T08:24:50.065336+00:00,11111111-0000-0000-0000-000000000002,6faa6991-d1d1-4546-b62e-7320b2e50279,82.02,84.1,26392.3,14.593881,120.986167,766,False,
2026-04-04T08:24:50.832244+00:00,11111111-0000-0000-0000-000000000004,f7e0855d-6179-4373-a3b4-036ca822304c,76.54,77.9,59244.7,14.598041,120.989183,430,False,
2026-04-04T08:24:56.263515+00:00,11111111-0000-0000-0000-000000000001,,71.78,66.0,68639.4,14.605443,120.982752,1306,False,
2026-04-04T08:24:57.570354+00:00,11111111-0000-0000-0000-000000000002,6faa6991-d1d1-4546-b62e-7320b2e50279,81.99,85.9,26392.4,14.592831,120.986538,601,False,
2026-04-04T08:24:58.171554+00:00,11111111-0000-0000-0000-000000000004,f7e0855d-6179-4373-a3b4-036ca822304c,76.51,72.9,59244.8,14.597772,120.989993,585,False,
2026-04-04T08:25:03.758045+00:00,11111111-0000-0000-0000-000000000001,,71.76,57.3,68639.4,14.606152,120.982611,161,False,
2026-04-04T08:25:03.919260+00:00,11111111-0000-0000-0000-000000000002,6faa6991-d1d1-4546-b62e-7320b2e50279,81.98,70.0,26392.5,14.592062,120.986876,692,False,
2026-04-04T08:25:04.611498+00:00,11111111-0000-0000-0000-000000000004,f7e0855d-6179-4373-a3b4-036ca822304c,76.49,69.8,59244.9,14.597486,120.990772,919,False,
2026-04-04T08:25:10.531769+00:00,11111111-0000-0000-0000-000000000001,,71.73,72.9,68639.5,14.60705,120.982325,584,False,
2026-04-04T08:25:11.116590+00:00,11111111-0000-0000-0000-000000000002,6faa6991-d1d1-4546-b62e-7320b2e50279,81.97,63.7,26392.6,14.591233,120.987091,581,False,
2026-04-04T08:25:11.698118+00:00,11111111-0000-0000-0000-000000000004,f7e0855d-6179-4373-a3b4-036ca822304c,76.47,82.8,59245.0,14.597186,120.991736,427,False,
2026-04-04T08:25:17.125930+00:00,11111111-0000-0000-0000-000000000001,,71.71,70.0,68639.6,14.607983,120.982148,539,False,
2026-04-04T08:25:17.666035+00:00,11111111-0000-0000-0000-000000000002,6faa6991-d1d1-4546-b62e-7320b2e50279,81.96,58.3,26392.6,14.590467,120.987353,522,False,
2026-04-04T08:25:18.188406+00:00,11111111-0000-0000-0000-000000000004,f7e0855d-6179-4373-a3b4-036ca822304c,76.44,76.1,59245.1,14.59693,120.992703,416,False,
2026-04-04T08:25:23.605718+00:00,11111111-0000-0000-0000-000000000001,,71.68,82.6,68639.8,14.608985,120.981892,740,False,
2026-04-04T08:25:24.346162+00:00,11111111-0000-0000-0000-000000000002,6faa6991-d1d1-4546-b62e-7320b2e50279,81.93,71.5,26392.7,14.589605,120.987703,1756,False,
2026-04-04T08:25:26.102590+00:00,11111111-0000-0000-0000-000000000004,f7e0855d-6179-4373-a3b4-036ca822304c,76.41,86.7,59245.3,14.596616,120.993714,549,False,
2026-04-04T08:25:31.652705+00:00,11111111-0000-0000-0000-000000000001,,71.64,82.0,68639.9,14.609954,120.981612,136,False,
2026-04-04T08:25:31.788968+00:00,11111111-0000-0000-0000-000000000002,6faa6991-d1d1-4546-b62e-7320b2e50279,81.9,79.2,26392.9,14.588586,120.98798,534,False,
2026-04-04T08:25:32.323073+00:00,11111111-0000-0000-0000-000000000004,f7e0855d-6179-4373-a3b4-036ca822304c,76.4,86.1,59245.4,14.596338,120.994754,467,False,
2026-04-04T08:25:37.790674+00:00,11111111-0000-0000-0000-000000000001,,71.63,67.8,68640.0,14.610754,120.981411,536,False,
2026-04-04T08:25:38.326914+00:00,11111111-0000-0000-0000-000000000002,6faa6991-d1d1-4546-b62e-7320b2e50279,81.87,63.6,26392.9,14.587813,120.988289,617,False,
2026-04-04T08:25:38.944206+00:00,11111111-0000-0000-0000-000000000004,f7e0855d-6179-4373-a3b4-036ca822304c,76.37,69.1,59245.5,14.596038,120.995658,450,False,
2026-04-04T08:25:44.394746+00:00,11111111-0000-0000-0000-000000000001,,71.61,89.9,68640.1,14.611831,120.981063,130,False,
2026-04-04T08:25:44.524677+00:00,11111111-0000-0000-0000-000000000002,6faa6991-d1d1-4546-b62e-7320b2e50279,81.83,82.2,26393.1,14.586712,120.988664,927,False,
2026-04-04T08:25:45.452266+00:00,11111111-0000-0000-0000-000000000004,f7e0855d-6179-4373-a3b4-036ca822304c,76.37,65.3,59245.6,14.595822,120.996405,479,False,
2026-04-04T08:25:50.932388+00:00,11111111-0000-0000-0000-000000000001,,71.59,88.4,68640.2,14.612961,120.980738,142,False,
2026-04-04T08:25:51.074617+00:00,11111111-0000-0000-0000-000000000002,6faa6991-d1d1-4546-b62e-7320b2e50279,81.8,78.9,26393.2,14.585819,120.989037,512,False,
2026-04-04T08:25:51.587238+00:00,11111111-0000-0000-0000-000000000004,f7e0855d-6179-4373-a3b4-036ca822304c,76.35,73.0,59245.7,14.595538,120.997325,424,False,
2026-04-04T08:25:57.012197+00:00,11111111-0000-0000-0000-000000000001,,71.57,77.9,68640.3,14.613848,120.98044,1379,False,
2026-04-04T08:25:58.391430+00:00,11111111-0000-0000-0000-000000000002,6faa6991-d1d1-4546-b62e-7320b2e50279,81.78,70.1,26393.3,14.585004,120.989274,737,False,
2026-04-04T08:25:59.129348+00:00,11111111-0000-0000-0000-000000000004,f7e0855d-6179-4373-a3b4-036ca822304c,76.34,81.3,59245.8,14.595196,120.998343,689,False,
2026-04-04T08:26:04.819448+00:00,11111111-0000-0000-0000-000000000001,,71.56,63.0,68640.4,14.614581,120.980245,154,False,
2026-04-04T08:26:04.974382+00:00,11111111-0000-0000-0000-000000000002,6faa6991-d1d1-4546-b62e-7320b2e50279,81.76,77.4,26393.4,14.58414,120.989665,623,False,
2026-04-04T08:26:05.597985+00:00,11111111-0000-0000-0000-000000000004,f7e0855d-6179-4373-a3b4-036ca822304c,76.32,84.0,59245.9,14.59491,120.999285,496,False,
2026-04-04T08:26:11.094674+00:00,11111111-0000-0000-0000-000000000001,,71.55,61.5,68640.5,14.615314,120.980061,1360,False,
2026-04-04T08:26:12.455762+00:00,11111111-0000-0000-0000-000000000002,6faa6991-d1d1-4546-b62e-7320b2e50279,81.73,60.7,26393.5,14.583434,120.989974,616,False,
2026-04-04T08:26:13.072104+00:00,11111111-0000-0000-0000-000000000004,f7e0855d-6179-4373-a3b4-036ca822304c,76.31,66.4,59246.0,14.594718,121.000042,544,False,
2026-04-04T08:26:18.617934+00:00,11111111-0000-0000-0000-000000000001,,71.53,77.2,68640.6,14.616346,120.97982,415,False,
2026-04-04T08:26:19.033010+00:00,11111111-0000-0000-0000-000000000002,6faa6991-d1d1-4546-b62e-7320b2e50279,81.71,56.1,26393.5,14.582727,120.990247,831,False,
2026-04-04T08:26:19.864443+00:00,11111111-0000-0000-0000-000000000004,f7e0855d-6179-4373-a3b4-036ca822304c,76.3,61.2,59246.1,14.594488,121.000769,537,False,
2026-04-04T08:26:25.402964+00:00,11111111-0000-0000-0000-000000000001,,71.52,86.6,68640.7,14.617385,120.979529,120,False,
2026-04-04T08:26:25.523274+00:00,11111111-0000-0000-0000-000000000002,6faa6991-d1d1-4546-b62e-7320b2e50279,81.7,75.5,26393.6,14.581878,120.990549,2044,False,
