ts,scenario,truck,driver,trip_label,trip_id,fuel,speed,lat,lon,odometer,engine_status,anomaly,latency_ms
2026-04-04T17:41:02.493196+00:00,fleet,TRK-002,maria,TRK-002-1,dc057f56,77.65,85.7,14.502721,121.017678,48116.2,on,False,515
2026-04-04T17:41:08.012725+00:00,fleet,TRK-002,maria,TRK-002-1,dc057f56,77.63,84.4,14.502387,121.018667,48116.3,on,False,4047
2026-04-04T17:41:17.061172+00:00,fleet,TRK-002,maria,TRK-002-1,dc057f56,77.62,85.4,14.502624,121.01966,48116.4,on,False,672
2026-04-04T17:41:22.733373+00:00,fleet,TRK-002,maria,TRK-002-1,dc057f56,77.6,85.7,14.503226,121.020482,48116.6,on,False,430
2026-04-04T17:41:28.164757+00:00,fleet,TRK-002,maria,TRK-002-1,dc057f56,77.58,83.8,14.503999,121.021162,48116.7,on,False,468
2026-04-04T17:41:33.633882+00:00,fleet,TRK-002,maria,TRK-002-1,dc057f56,77.56,77.9,14.504682,121.021932,48116.8,on,False,1248
2026-04-04T17:41:39.882936+00:00,fleet,TRK-002,maria,TRK-002-1,dc057f56,77.54,76.5,14.505175,121.022849,48116.9,on,False,1684
2026-04-04T17:41:46.567478+00:00,fleet,TRK-002,maria,TRK-002-1,dc057f56,77.53,85.6,14.505699,121.023745,48117.0,on,False,749
2026-04-04T17:41:52.317221+00:00,fleet,TRK-002,maria,TRK-002-1,dc057f56,77.51,79.1,14.506226,121.024641,48117.1,on,False,555
2026-04-04T17:41:57.873217+00:00,fleet,TRK-002,maria,TRK-002-1,dc057f56,77.48,79.0,14.506776,121.025523,48117.2,on,False,559
2026-04-04T17:42:03.433216+00:00,fleet,TRK-002,maria,TRK-002-1,dc057f56,77.46,81.1,14.507325,121.026405,48117.3,on,False,1067
2026-04-04T17:42:09.500714+00:00,fleet,TRK-002,maria,TRK-002-1,dc057f56,77.44,79.6,14.507873,121.027288,48117.5,on,False,1799
2026-04-04T17:42:16.300563+00:00,fleet,TRK-002,maria,TRK-002-1,dc057f56,77.43,79.4,14.508435,121.028162,48117.6,on,False,1829
2026-04-04T17:42:23.129991+00:00,fleet,TRK-002,maria,TRK-002-1,dc057f56,77.41,84.0,14.508988,121.029042,48117.7,on,False,4004
2026-04-04T17:42:32.134941+00:00,fleet,TRK-002,maria,TRK-002-1,dc057f56,77.37,80.9,14.509539,121.029923,48117.8,on,False,976
2026-04-04T17:42:38.111910+00:00,fleet,TRK-002,maria,TRK-002-1,dc057f56,77.35,78.0,14.510088,121.030805,48117.9,on,False,1722
2026-04-04T17:42:44.834504+00:00,fleet,TRK-002,maria,TRK-002-1,dc057f56,77.33,80.0,14.510659,121.031672,48118.0,on,False,593
2026-04-04T17:42:50.428540+00:00,fleet,TRK-002,maria,TRK-002-1,dc057f56,77.31,76.6,14.511446,121.032324,48118.1,on,False,543
2026-04-04T17:42:55.971941+00:00,fleet,TRK-002,maria,TRK-002-1,dc057f56,77.3,84.4,14.512332,121.032837,48118.2,on,False,1708
