ts,truck,driver,trip_id,fuel,speed,lat,lon,odometer,anomaly,latency_ms
2026-04-04T15:21:00.137263+00:00,TRK-002,maria,630d14e2,92.03,70.6,14.584927,120.983558,52434.5,False,435
2026-04-04T15:21:05.573678+00:00,TRK-002,maria,630d14e2,92.01,80.2,14.584927,120.983558,52434.6,False,423
2026-04-04T15:21:10.997696+00:00,TRK-002,maria,630d14e2,92.0,46.9,14.584972,120.98363,52434.6,False,565
2026-04-04T15:21:16.563263+00:00,TRK-002,maria,630d14e2,91.99,83.3,14.584984,120.98357,52434.8,False,485
2026-04-04T15:21:22.049282+00:00,TRK-002,maria,630d14e2,91.98,34.7,14.584973,120.983564,52434.8,False,370
2026-04-04T15:21:27.428560+00:00,TRK-002,maria,630d14e2,91.96,68.2,14.584884,120.983533,52434.9,False,1480
2026-04-04T15:21:33.909064+00:00,TRK-002,maria,630d14e2,91.94,66.5,14.58487,120.983402,52435.0,False,504
2026-04-04T15:21:39.413257+00:00,TRK-002,maria,630d14e2,91.93,29.0,14.585004,120.983377,52435.0,False,1507
2026-04-04T15:21:45.920690+00:00,TRK-002,maria,630d14e2,91.91,58.2,14.585632,120.982976,52435.1,False,670
2026-04-04T15:21:51.591112+00:00,TRK-002,maria,630d14e2,91.9,51.5,14.585838,120.982881,52435.2,False,499
2026-04-04T15:21:57.090564+00:00,TRK-002,maria,630d14e2,91.89,70.2,14.586087,120.982706,52435.3,False,1501
2026-04-04T15:22:03.592441+00:00,TRK-002,maria,630d14e2,91.89,51.2,14.586097,120.982694,52435.3,False,449
2026-04-04T15:22:09.042489+00:00,TRK-002,maria,630d14e2,91.88,51.4,14.586137,120.982799,52435.4,False,1502
2026-04-04T15:22:15.545594+00:00,TRK-002,maria,630d14e2,91.87,50.2,14.586221,120.9828,52435.5,False,482
2026-04-04T15:22:21.028842+00:00,TRK-002,maria,630d14e2,91.85,69.0,14.586314,120.982866,52435.6,False,541
2026-04-04T15:22:26.573087+00:00,TRK-002,maria,630d14e2,91.85,31.3,14.586322,120.98294,52435.6,False,1581
2026-04-04T15:22:29.167584+00:00,TRK-004,ana,47fbd33c,79.39,25.0,14.584927,120.983558,46212.3,False,417
