ts,truck,driver,trip_id,fuel,speed,lat,lon,odometer,anomaly,latency_ms
2026-04-04T15:06:51.005857+00:00,TRK-002,maria,19aa7617,91.31,71.9,14.584927,120.983558,14597.0,False,445
2026-04-04T15:06:56.451701+00:00,TRK-002,maria,19aa7617,91.29,73.2,14.584927,120.983558,14597.1,False,1130
2026-04-04T15:07:02.582612+00:00,TRK-002,maria,19aa7617,91.26,0.0,14.584927,120.983558,14597.1,False,712
2026-04-04T15:07:08.295125+00:00,TRK-002,maria,19aa7617,91.26,31.5,14.58494,120.983495,14597.2,False,1599
2026-04-04T15:07:14.895243+00:00,TRK-002,maria,19aa7617,91.24,81.4,14.584967,120.983526,14597.3,False,521
2026-04-04T15:07:20.417685+00:00,TRK-002,maria,19aa7617,91.22,71.4,14.584928,120.983501,14597.4,False,512
2026-04-04T15:07:25.930414+00:00,TRK-002,maria,19aa7617,91.2,81.3,14.584892,120.983417,14597.5,False,1571
2026-04-04T15:07:32.501795+00:00,TRK-002,maria,19aa7617,91.19,63.6,14.584993,120.983392,14597.6,False,488
2026-04-04T15:07:37.990983+00:00,TRK-002,maria,19aa7617,91.17,76.2,14.585613,120.982975,14597.7,False,1496
2026-04-04T15:07:44.487267+00:00,TRK-002,maria,19aa7617,91.17,36.2,14.585845,120.98285,14597.7,False,1510
2026-04-04T15:07:50.934012+00:00,TRK-004,ana,cd37b653,89.79,73.4,14.584927,120.983558,28596.7,False,443
2026-04-04T15:07:50.998621+00:00,TRK-002,maria,19aa7617,91.17,0.0,14.585845,120.98285,14597.7,False,593
2026-04-04T15:07:56.591972+00:00,TRK-002,maria,19aa7617,91.15,82.2,14.586179,120.982654,14597.8,False,1045
2026-04-04T15:07:56.377686+00:00,TRK-004,ana,cd37b653,89.79,61.0,14.584927,120.983558,28596.7,False,1298
2026-04-04T15:08:02.637846+00:00,TRK-002,maria,19aa7617,91.14,59.2,14.586346,120.982555,14597.9,False,469
2026-04-04T15:08:02.676777+00:00,TRK-004,ana,cd37b653,89.77,36.6,14.585017,120.983581,28596.8,False,570
2026-04-04T15:08:08.107588+00:00,TRK-002,maria,19aa7617,91.12,63.8,14.586401,120.982581,14598.0,False,451
2026-04-04T15:08:08.247885+00:00,TRK-004,ana,cd37b653,89.76,47.3,14.58497,120.983568,28596.9,False,1546
2026-04-04T15:08:13.559519+00:00,TRK-002,maria,19aa7617,91.11,69.9,14.587108,120.982058,14598.1,False,474
2026-04-04T15:08:14.794255+00:00,TRK-004,ana,cd37b653,89.76,79.1,14.584926,120.983502,28597.0,False,428
2026-04-04T15:08:19.034091+00:00,TRK-002,maria,19aa7617,91.1,68.2,14.587601,120.981853,14598.2,False,413
2026-04-04T15:08:20.223017+00:00,TRK-004,ana,cd37b653,89.75,36.1,14.584884,120.983487,28597.0,False,521
2026-04-04T15:08:24.447486+00:00,TRK-002,maria,19aa7617,91.07,57.2,14.588201,120.981497,14598.3,False,428
2026-04-04T15:08:25.744480+00:00,TRK-004,ana,cd37b653,89.74,51.3,14.584833,120.983391,28597.1,False,399
2026-04-04T15:08:29.876416+00:00,TRK-002,maria,19aa7617,91.06,71.5,14.588295,120.981496,14598.4,False,397
2026-04-04T15:08:31.144569+00:00,TRK-004,ana,cd37b653,89.73,50.8,14.58492,120.98335,28597.2,False,465
2026-04-04T15:08:35.274920+00:00,TRK-002,maria,19aa7617,91.02,77.7,14.588382,120.981435,14598.5,False,420
2026-04-04T15:08:36.610147+00:00,TRK-004,ana,cd37b653,89.72,68.3,14.585653,120.982932,28597.3,False,544
2026-04-04T15:08:40.695785+00:00,TRK-002,maria,19aa7617,91.02,0.0,14.588382,120.981435,14598.5,False,365
2026-04-04T15:08:42.154463+00:00,TRK-004,ana,cd37b653,89.71,39.8,14.585823,120.98279,28597.3,False,390
2026-04-04T15:08:46.061606+00:00,TRK-002,maria,19aa7617,91.0,70.5,14.588603,120.981382,14598.6,False,396
2026-04-04T15:08:47.545403+00:00,TRK-004,ana,cd37b653,89.71,59.6,14.585995,120.982707,28597.4,False,360
2026-04-04T15:08:51.458544+00:00,TRK-002,maria,19aa7617,90.98,34.1,14.588818,120.981349,14598.6,False,395
