timestamp,truck_id,trip_id,fuel_level,speed,odometer_km,lat,lon,latency_ms,is_anomaly,anomaly_type
2026-04-04T03:17:28.874424+00:00,11111111-0000-0000-0000-000000000001,c2530be8-34cf-4bcd-b081-91baec158310,70.28,0.0,73847.4,14.5995,120.9842,743,False,
2026-04-04T03:17:29.617779+00:00,11111111-0000-0000-0000-000000000002,679c39ad-074c-49bb-8c7f-a0f03924a325,79.6,0.0,50859.2,14.5995,120.9842,1183,False,
2026-04-04T03:17:30.800919+00:00,11111111-0000-0000-0000-000000000004,61cfa6d1-d939-49fd-9097-f89212cfbced,90.04,0.0,58849.9,14.5995,120.9842,821,False,
2026-04-04T03:17:36.631023+00:00,11111111-0000-0000-0000-000000000001,c2530be8-34cf-4bcd-b081-91baec158310,70.26,74.9,73847.5,14.600383,120.983971,3116,False,
2026-04-04T03:17:39.747412+00:00,11111111-0000-0000-0000-000000000002,679c39ad-074c-49bb-8c7f-a0f03924a325,79.59,58.7,50859.2,14.598817,120.984448,816,False,
2026-04-04T03:17:40.563745+00:00,11111111-0000-0000-0000-000000000004,61cfa6d1-d939-49fd-9097-f89212cfbced,90.02,59.5,58850.0,14.59931,120.984966,1334,False,
2026-04-04T03:17:46.899350+00:00,11111111-0000-0000-0000-000000000001,c2530be8-34cf-4bcd-b081-91baec158310,70.24,89.5,73847.6,14.601496,120.983623,2103,False,
2026-04-04T03:17:49.002670+00:00,11111111-0000-0000-0000-000000000002,679c39ad-074c-49bb-8c7f-a0f03924a325,79.58,69.7,50859.3,14.598026,120.984711,721,False,
2026-04-04T03:17:49.723419+00:00,11111111-0000-0000-0000-000000000004,61cfa6d1-d939-49fd-9097-f89212cfbced,90.0,65.9,58850.1,14.599102,120.985671,825,False,
2026-04-04T03:17:55.548647+00:00,11111111-0000-0000-0000-000000000001,c2530be8-34cf-4bcd-b081-91baec158310,70.2,86.5,73847.7,14.602504,120.983315,2599,False,
2026-04-04T03:17:58.147850+00:00,11111111-0000-0000-0000-000000000002,679c39ad-074c-49bb-8c7f-a0f03924a325,79.58,69.4,50859.4,14.597249,120.985023,823,False,
2026-04-04T03:17:58.970784+00:00,11111111-0000-0000-0000-000000000004,61cfa6d1-d939-49fd-9097-f89212cfbced,89.99,77.5,58850.2,14.598837,120.986608,823,False,
2026-04-04T03:18:04.795303+00:00,11111111-0000-0000-0000-000000000001,c2530be8-34cf-4bcd-b081-91baec158310,70.18,61.6,73847.8,14.603266,120.983099,2193,False,
2026-04-04T03:18:06.988624+00:00,11111111-0000-0000-0000-000000000002,679c39ad-074c-49bb-8c7f-a0f03924a325,79.57,83.7,50859.5,14.59632,120.985281,719,False,
2026-04-04T03:18:07.708350+00:00,11111111-0000-0000-0000-000000000004,61cfa6d1-d939-49fd-9097-f89212cfbced,89.96,83.8,58850.3,14.598625,120.987681,447,False,
2026-04-04T03:18:13.155885+00:00,11111111-0000-0000-0000-000000000001,c2530be8-34cf-4bcd-b081-91baec158310,70.15,85.8,73847.9,14.604288,120.98285,2364,False,
2026-04-04T03:18:15.519718+00:00,11111111-0000-0000-0000-000000000002,679c39ad-074c-49bb-8c7f-a0f03924a325,79.56,75.9,50859.6,14.595351,120.985633,926,False,
2026-04-04T03:18:16.446464+00:00,11111111-0000-0000-0000-000000000004,61cfa6d1-d939-49fd-9097-f89212cfbced,89.94,82.5,58850.4,14.59831,120.988711,718,False,
2026-04-04T03:18:22.165508+00:00,11111111-0000-0000-0000-000000000001,c2530be8-34cf-4bcd-b081-91baec158310,70.14,66.9,73848.0,14.605096,120.982556,2419,False,
2026-04-04T03:18:24.584894+00:00,11111111-0000-0000-0000-000000000002,679c39ad-074c-49bb-8c7f-a0f03924a325,79.56,58.6,50859.7,14.594766,120.985891,609,False,
2026-04-04T03:18:25.193864+00:00,11111111-0000-0000-0000-000000000004,61cfa6d1-d939-49fd-9097-f89212cfbced,89.92,80.4,58850.5,14.598004,120.989708,535,False,
