ts,scenario,truck,driver,trip_label,trip_id,fuel,speed,lat,lon,odometer,engine_status,anomaly,latency_ms
2026-04-04T16:30:45.702641+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.98,86.2,14.502721,121.017678,51360.5,on,False,749
2026-04-04T16:30:51.452826+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.97,79.1,14.502387,121.018667,51360.6,on,False,1150
2026-04-04T16:30:57.603407+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.95,80.8,14.502624,121.01966,51360.7,on,False,655
2026-04-04T16:31:03.259628+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.93,78.2,14.503226,121.020482,51360.9,on,False,1989
2026-04-04T16:31:10.249838+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.9,80.4,14.503999,121.021162,51361.0,on,False,2119
2026-04-04T16:31:17.370275+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.88,79.0,14.504682,121.021932,51361.1,on,False,1154
2026-04-04T16:31:23.525536+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.86,83.1,14.505175,121.022849,51361.2,on,False,752
2026-04-04T16:31:29.278162+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.85,78.8,14.505699,121.023745,51361.3,on,False,1774
2026-04-04T16:31:36.052739+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.84,80.3,14.506226,121.024641,51361.4,on,False,560
2026-04-04T16:31:41.613485+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.82,83.0,14.506776,121.025523,51361.5,on,False,2601
2026-04-04T16:31:49.214949+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.8,81.8,14.507325,121.026405,51361.6,on,False,1168
2026-04-04T16:31:55.383508+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.76,77.2,14.507873,121.027288,51361.8,on,False,1781
2026-04-04T16:32:02.165045+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.73,84.6,14.508435,121.028162,51361.9,on,False,863
2026-04-04T16:32:08.029102+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.72,86.2,14.508988,121.029042,51362.0,on,False,1702
2026-04-04T16:32:14.732172+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.69,81.2,14.509539,121.029923,51362.1,on,False,1859
2026-04-04T16:32:21.591894+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.67,78.6,14.510088,121.030805,51362.2,on,False,1173
2026-04-04T16:32:27.765957+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.66,83.9,14.510659,121.031672,51362.3,on,False,2296
2026-04-04T16:32:35.062192+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.62,77.7,14.511446,121.032324,51362.4,on,False,668
2026-04-04T16:32:40.730973+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.61,82.1,14.512332,121.032837,51362.5,on,False,2078
2026-04-04T16:32:47.809393+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.57,85.9,14.513227,121.033334,51362.7,on,False,475
2026-04-04T16:32:53.285352+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.55,78.0,14.51407,121.033915,51362.8,on,False,1346
2026-04-04T16:32:59.631990+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.54,79.7,14.514785,121.034658,51362.9,on,False,1115
2026-04-04T16:33:05.748211+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.51,83.7,14.515284,121.035566,51363.0,on,False,711
2026-04-04T16:33:11.459397+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.49,78.2,14.515494,121.036589,51363.1,on,False,-1
2026-04-04T16:33:24.464215+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.46,82.4,14.515718,121.03761,51363.2,on,False,1282
2026-04-04T16:33:30.747112+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.43,86.1,14.515986,121.038622,51363.3,on,False,871
2026-04-04T16:33:36.618678+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.4,86.0,14.516127,121.03966,51363.4,on,False,952
2026-04-04T16:33:42.572236+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.38,84.7,14.516174,121.040708,51363.6,on,False,1784
2026-04-04T16:33:49.356832+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.36,82.1,14.51611,121.041752,51363.7,on,False,1169
2026-04-04T16:33:55.526450+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.33,80.0,14.516134,121.042801,51363.8,on,False,1407
2026-04-04T16:34:01.934691+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.31,82.4,14.51616,121.04385,51363.9,on,False,625
2026-04-04T16:34:07.560113+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.29,84.9,14.516206,121.044898,51364.0,on,False,872
2026-04-04T16:34:13.433550+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.28,82.1,14.516268,121.045945,51364.1,on,False,1659
2026-04-04T16:34:20.093661+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.27,83.9,14.516423,121.04698,51364.2,on,False,653
2026-04-04T16:34:25.748187+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.27,79.0,14.516692,121.047991,51364.4,on,False,2090
2026-04-04T16:34:32.838763+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.25,80.8,14.517057,121.048969,51364.5,on,False,1377
2026-04-04T16:34:39.216507+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.23,82.6,14.517535,121.049894,51364.6,on,False,5077
2026-04-04T16:34:49.294327+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.2,78.3,14.518059,121.050792,51364.7,on,False,462
2026-04-04T16:34:54.757421+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.17,83.7,14.518687,121.051616,51364.8,on,False,1054
2026-04-04T16:35:00.812121+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.15,86.0,14.519394,121.052369,51364.9,on,False,447
2026-04-04T16:35:06.260460+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.14,78.4,14.520181,121.05303,51365.0,on,False,883
2026-04-04T16:35:12.144287+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.12,85.9,14.521041,121.053587,51365.1,on,False,627
2026-04-04T16:35:17.772301+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.1,78.1,14.521928,121.054095,51365.3,on,False,1888
2026-04-04T16:35:24.660889+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.06,85.5,14.522865,121.0545,51365.4,on,False,448
2026-04-04T16:35:30.110173+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.05,80.9,14.523811,121.054883,51365.5,on,False,551
2026-04-04T16:35:35.661818+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.02,83.7,14.524759,121.055257,51365.6,on,False,962
2026-04-04T16:35:37.862642+00:00,fleet,TRK-003,roberto,TRK-003-1,7c8f37f4,80.87,85.9,14.502713,121.017705,51527.6,on,False,1432
2026-04-04T16:35:41.624413+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,82.0,78.1,14.525708,121.055631,51365.7,on,False,859
2026-04-04T16:35:44.295031+00:00,fleet,TRK-003,roberto,TRK-003-1,7c8f37f4,80.82,79.9,14.502372,121.018722,51527.7,on,False,549
2026-04-04T16:35:47.484625+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,81.98,83.7,14.526657,121.056005,51365.8,on,False,550
2026-04-04T16:35:49.845205+00:00,fleet,TRK-003,roberto,TRK-003-1,7c8f37f4,80.79,86.6,14.502211,121.019752,51527.8,on,False,454
2026-04-04T16:35:53.035584+00:00,fleet,TRK-002,maria,TRK-002-1,5e2181c8,81.97,83.3,14.527606,121.056379,51365.9,on,False,660
2026-04-04T16:35:55.300053+00:00,fleet,TRK-003,roberto,TRK-003-1,7c8f37f4,80.77,82.7,14.502898,121.020457,51528.0,on,False,580
