timestamp,truck_id,trip_id,fuel_level,speed,odometer_km,lat,lon,latency_ms,is_anomaly,anomaly_type
2026-04-04T07:44:07.845505+00:00,11111111-0000-0000-0000-000000000001,,89.18,0.0,54671.5,14.5995,120.9842,129,False,
2026-04-04T07:44:07.975399+00:00,11111111-0000-0000-0000-000000000002,6faa6991-d1d1-4546-b62e-7320b2e50279,71.68,0.0,44502.5,14.5995,120.9842,1288,False,
2026-04-04T07:44:09.264082+00:00,11111111-0000-0000-0000-000000000004,f7e0855d-6179-4373-a3b4-036ca822304c,77.57,0.0,26345.5,14.5995,120.9842,748,False,
2026-04-04T07:44:15.013527+00:00,11111111-0000-0000-0000-000000000001,,89.15,63.6,54671.5,14.600159,120.983989,1454,False,
2026-04-04T07:44:16.477316+00:00,11111111-0000-0000-0000-000000000002,6faa6991-d1d1-4546-b62e-7320b2e50279,71.65,77.5,44502.6,14.598533,120.984611,560,False,
2026-04-04T07:44:17.038053+00:00,11111111-0000-0000-0000-000000000004,f7e0855d-6179-4373-a3b4-036ca822304c,77.55,82.2,26345.6,14.599164,120.985126,593,False,
2026-04-04T07:44:22.632523+00:00,11111111-0000-0000-0000-000000000001,,89.12,69.0,54671.6,14.601013,120.983713,844,False,
2026-04-04T07:44:23.477135+00:00,11111111-0000-0000-0000-000000000002,6faa6991-d1d1-4546-b62e-7320b2e50279,71.65,89.1,44502.7,14.597482,120.985018,798,False,
2026-04-04T07:44:24.275463+00:00,11111111-0000-0000-0000-000000000004,f7e0855d-6179-4373-a3b4-036ca822304c,77.52,57.3,26345.7,14.599002,120.985805,823,False,
2026-04-04T07:44:30.099619+00:00,11111111-0000-0000-0000-000000000001,,89.11,89.5,54671.8,14.602012,120.983387,1485,False,
2026-04-04T07:44:31.584918+00:00,11111111-0000-0000-0000-000000000002,6faa6991-d1d1-4546-b62e-7320b2e50279,71.61,73.3,44502.8,14.596661,120.985344,709,False,
2026-04-04T07:44:32.294235+00:00,11111111-0000-0000-0000-000000000004,f7e0855d-6179-4373-a3b4-036ca822304c,77.52,85.6,26345.8,14.598763,120.986838,527,False,
2026-04-04T07:44:37.822522+00:00,11111111-0000-0000-0000-000000000001,,89.1,73.9,54671.9,14.602918,120.983224,143,False,
2026-04-04T07:44:37.966844+00:00,11111111-0000-0000-0000-000000000002,6faa6991-d1d1-4546-b62e-7320b2e50279,71.61,55.8,44502.9,14.596051,120.98554,1936,False,
2026-04-04T07:44:39.903451+00:00,11111111-0000-0000-0000-000000000004,f7e0855d-6179-4373-a3b4-036ca822304c,77.51,74.9,26346.0,14.598482,120.987664,613,False,
